ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,AÑO VIGENCIA,MES VIGENCIA
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,"1,006","3,442",,,,723,"2,019",12
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,920","2,020",6
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GENERAL,,"64,687",,,,,"2,019",9
TUMACO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"50,573",,,,,,"2,018",7
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,,"18,748",,,,74,"2,020",4
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GENERAL,,,,,,"7,000","2,019",11
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,,"6,916",,,,,"2,020",11
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,700","2,019",10
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"5,740",,,,,"6,038","2,020",1
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"12,699",,,,,"2,018",8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,,"16,828",68,,,"26,112","2,020",5
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,607,"2,415",,176,,"6,349","2,018",4
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,"5,588",,,,,"2,020",1
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"18,794",,,,,"2,019",2
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,"74,059",,,,,"2,020",10
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,"5,295","2,019",4
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"35,397",,,,,,"2,019",5
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GRANEL LIQUIDO,,,,,,"3,166","2,020",10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,537,"20,400",,70,,"1,415","2,018",6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,"45,412","18,909",16,,,"21,531","2,020",3
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"127,634",,,,,"2,019",4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"170,568",,,,942,"2,020",6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,"34,438","61,366",25,294,,347,"2,020",1
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,"82,551",,,,,,"2,018",1
SANTA MARTA,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,,"495,347",,,,,"2,019",3
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,292,,,,,"2,018",11
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,"117,939","215,972","1,283,512",,,"72,682","2,020",4
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL SOLIDO DIFER. DE CARBON,,"58,878",,,,,"2,019",7
BARRANQUILLA,ATUNAMAR LIMITADA,GENERAL,,,,,,"1,009","2,018",3
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"49,460",,,,,"2,019",7
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,"29,418",,,,,"2,019",5
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"60,799",,,,,"2,020",7
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"32,428",,,,,"2,020",11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,614,"2,315",,,,"5,570","2,020",1
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"65,420",,,,,"2,019",11
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,126,,"2,019",8
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,,23,79,,,,"2,019",7
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,,56,,,,,"2,018",7
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,"63,778",,,,,"2,019",6
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"20,393",,,,,"2,018",11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,58,"34,921",,,,,"2,020",12
G. MORROSQUILLO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"847,219",,,,,"69,254","2,020",4
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"385,826",,,,,,"2,018",5
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,"23,225",,,,,"2,019",12
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,"9,396",,,,,"2,020",11
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"83,715","110,854","351,103",,,"24,868","2,020",9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL SOLIDO DIFER. DE CARBON,,"71,511",,,,,"2,019",3
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,"6,535","29,861",,,,"1,029","2,019",3
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,"36,644",,,,,"2,018",11
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,708,"2,020",2
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"10,019",,,,,"2,018",11
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"48,399",,,,,"2,018",6
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,"5,088","7,889",,,,,"2,018",9
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,"74,054","123,383","35,399",,,,"2,019",9
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,"13,906",,,,,"1,324","2,020",3
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,0,"2,019",6
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"87,258",,,,,,"2,020",11
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"63,761","92,945","264,078",,,,"2,019",5
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,165,"2,926",,30,,"7,771","2,019",9
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"62,689",,,,,,"2,019",3
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,"65,266","106,726","45,439",,,"3,206","2,019",6
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"1,608","2,019",9
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,946,"2,019",11
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,38,34,,,,,"2,019",6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"146,012",,,,"1,037","2,018",6
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,773,"2,018",11
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,"71,830",,,,,"2,018",3
TUMACO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"52,943",,,,,,"2,018",1
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,,"28,941",,,,,"2,019",5
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"69,894",,,,,,"2,019",9
GUAJIRA,CERREJON ZONA NORTE S.A.,GENERAL,,992,,,,,"2,018",6
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,,"38,597",,,,"18,219","2,018",11
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GENERAL,"33,500",,,,,,"2,019",11
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL LIQUIDO,,"1,358",,,,,"2,020",4
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,"123,881","149,692","42,731",,,,"2,019",11
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,"31,303",,,,,"2,018",12
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"7,150",,,,,"2,018",12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,"237,846",,,,,"2,018",9
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,GENERAL,"30,598",52,,,,,"2,019",8
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"207,224",,,,,"2,018",5
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,"43,979","24,111","1,060",,,49,"2,018",8
GUAJIRA,PUERTO BRISA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"23,900",,,,,"2,019",7
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"20,905",,,,,,"2,020",8
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,"1,969",,,,,"2,018",5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,"153,485","216,628","424,603",,,,"2,019",2
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,"64,969",,,,,,"2,019",10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,"157,841","153,801","21,554",,,,"2,020",8
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,"24,059","6,446",,,,,"2,019",3
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,"302,479","74,770",,,,"83,240","2,020",4
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"45,283",,,,,"2,018",5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,274,"16,347",722,,,11,"2,019",6
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,CONTENEDORES,"56,964","9,743",,,,"12,533","2,018",3
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"56,412",,,,,,"2,019",11
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,"2,821,677",,,,,,"2,020",1
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,"5,212","2,686",,,,,"2,018",9
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"3,171",,,,,"4,513","2,020",2
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,GRANEL LIQUIDO,,"11,115",,,,,"2,020",8
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,844","2,020",2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,"45,173",,,,,"2,019",9
GUAJIRA,CERREJON ZONA NORTE S.A.,CARBON AL GRANEL,"1,109,637",,,,,,"2,020",12
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GENERAL,,"20,405",,,,,"2,020",3
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,"6,592","1,571",,,,,"2,020",4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,"47,146","82,491",,94,,0,"2,019",7
GUAJIRA,CERREJON ZONA NORTE S.A.,CARBON AL GRANEL,"1,691,201",,,,,,"2,019",7
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GENERAL,,135,,,,,"2,020",8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,"38,540","21,632",455,,,"1,580","2,018",9
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,"13,521","17,600","1,392",,,"21,358","2,020",7
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"67,352","101,046","306,245",,,,"2,018",10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,390,"65,478",,,"6,982",546,"2,019",12
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GENERAL,,623,,,,"21,784","2,020",6
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,60,106,4,,,,"2,018",3
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,2,157,1,,,,"2,019",9
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,"3,229","3,861",,,,,"2,019",5
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,"16,499",,,,,"20,692","2,018",12
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"25,181",,,,,"2,018",10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,"149,891","168,883","58,851",,,,"2,020",3
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,,102,1,,,,"2,020",5
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,"83,888",,,,,,"2,020",7
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,30,"3,406",,,,"6,245","2,018",11
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,42,"18,697",,35,,,"2,019",11
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"357,103",,,,,"2,018",5
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,"20,031",,,,,"2,018",8
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,"5,500","28,041",,,,,"2,019",4
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,186,"63,801",,,,,"2,020",3
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,"73,857","77,279",,,,,"2,020",2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,"167,841",,,,,"2,018",6
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,"2,500,304",,,,,,"2,020",12
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"684,271",,,,,,"2,019",1
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,"1,873","13,306",,,,,"2,020",2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,"4,764",,,,,"2,018",7
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,"79,946",,,,,,"2,018",8
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GENERAL,,245,,,,,"2,018",3
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,"74,225",,,,,"2,019",8
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,"21,312","20,984",,,,,"2,020",5
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"14,107",,,,,"2,020",3
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,"37,111","13,514",,,,,"2,018",4
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,"2,818",536,,,,,"2,018",8
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,"49,407","24,781",,,"4,065",,"2,020",6
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"4,156",,,,,"2,018",2
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"9,532",,,,,,"2,019",5
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"54,518","92,173","260,574",,,,"2,018",8
G. MORROSQUILLO,OLEODUCTO CENTRAL SA,GRANEL LIQUIDO,"1,652,819",,,,,,"2,020",4
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,62,"13,537",,,,,"2,020",1
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,"39,739",,,,,,"2,020",3
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,928,"2,020",12
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,"102,791",,"2,019",11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,"44,080","25,826","1,818",,,109,"2,018",4
CARTAGENA,COREMAR SHOREBASE SA,GRANEL LIQUIDO,,,,,"1,622",,"2,019",5
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,"51,186","188,416",,,,835,"2,020",1
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,"4,921","3,675",,,,,"2,019",2
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,,"19,164",,,,,"2,019",8
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,GENERAL,"14,809",,,,,,"2,018",2
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,915","2,018",1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,189,"10,551",,,,,"2,020",7
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,"266,446","149,539",,,,"120,519","2,018",6
G. MORROSQUILLO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"880,391",,,,,,"2,018",7
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,"14,815",,,,,"2,019",4
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,"57,200",,,,,,"2,018",1
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,"17,384",,,,,,"2,020",3
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,"17,802",,,,,"2,019",7
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,,"6,561",,,,,"2,020",10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,"125,485",,,,,,"2,019",4
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,"21,449",,,,,,"2,019",10
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,"120,762","147,264","1,057,649",,,,"2,018",4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"196,558",,,,850,"2,019",9
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,"114,016",,,,,,"2,019",12
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,"66,705",,,,,,"2,020",12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,"2,819",,,,,"2,019",10
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"6,703",,,,,"2,019",1
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,9,169,,,,,"2,020",7
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,850","2,020",3
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,45,0,,,,,"2,018",3
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,,46,,,,,"2,018",11
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,"9,201",,,,,"1,350","2,020",4
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,40,,,,,"2,018",5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,"138,023","85,504",,,,,"2,019",1
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"59,287",,,,,"2,018",3
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,68,165,0,,,,"2,018",1
G. MORROSQUILLO,OLEODUCTO CENTRAL SA,GRANEL LIQUIDO,"1,620,691",,,,,,"2,018",10
G. MORROSQUILLO,OLEODUCTO CENTRAL SA,GRANEL LIQUIDO,"1,742,640",,,,,,"2,018",4
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"1,614,528",,,,,,"2,020",2
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CONTENEDORES,"14,600","12,044","5,196","26,180",,,"2,020",11
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"72,498","103,738","396,513",,,,"2,019",4
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"9,961",,,,,"2,020",5
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,"6,354","9,384",,,,,"2,020",9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL SOLIDO DIFER. DE CARBON,,"8,800",,,,,"2,020",5
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CONTENEDORES,"22,324","24,948","10,322","27,295",,,"2,018",10
G. MORROSQUILLO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"702,353",,,,,,"2,018",9
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,"56,864",,,,,"2,018",9
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"25,997",,,,,,"2,018",9
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,"71,497",,"2,019",5
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,"1,996","6,851",,,,,"2,018",1
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,101,119,516,,,0,"2,020",11
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,"5,907","2,018",9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,"4,977","4,272",,,,,"2,020",4
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"7,316","2,018",7
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,"339,471","74,778",,,,"62,228","2,020",2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,"42,343","66,052",,122,,,"2,018",9
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,619,"2,967",,,,"7,698","2,019",11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,147,,,,"4,876","2,019",12
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,12,,,,,"2,019",3
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,,716,,,,,"2,018",6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,"30,521","22,061",,,,,"2,018",2
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,"7,911",,,,,"2,019",11
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"54,540","20,167",,,,,"2,019",4
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,"2,789",,,,,"2,018",2
